Station,Dataset,Type,Model,Location_Intercept,Location_SE_Intercept,Location_Slope,Location_SE_Slope,Scale_Intercept,Scale_SE_Intercept,Scale_Slope,Scale_SE_Slope,Shape,Shape_SE,Trend_lr_pval,Shape_lr_pval,First_Observation_Date,Last_Observation_Date,Elapsed_Years,Significant_Trend,Significant_Shape
Jäckvik,Aligned,Gumbel,Multiplicative (sigma),29.070107692233048,1.110646997055507,NA,NA,1.978616271077435,0.20813262042786893,0.003730680670437981,0.005661004337497169,NA,NA,0.5113590461401368,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Jäckvik,Aligned,GEV,Multiplicative (mu/sigma),27.04932363484141,1.953017777683426,0.06758385163483945,0.06116636631862944,1.8434509699497958,0.2568336568006864,0.007463711658932568,0.007045276255695806,0.03764264557330428,0.09036438689273579,0.4243746228405853,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Jäckvik,Aligned,Gumbel,Multiplicative (mu/sigma),27.243109383775998,1.9425675142964862,0.06624695973254177,0.06119099035092525,1.8890936461435965,0.22310295585228446,0.006364290628314197,0.006186892220792949,NA,NA,0.45052852881589744,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kilagården,Aligned,GEV,Stationary,26.738098693609064,1.2859196025471327,NA,NA,8.541632766253445,0.9914094601308782,NA,NA,0.08848426833273734,0.12494298675761976,NA,0.48012404423563587,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Kilagården,Aligned,Gumbel,Stationary,27.15460316296423,1.19508278800514,NA,NA,8.878159140572334,0.918475667343646,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Kilagården,Aligned,GEV,Multiplicative (mu),26.41604192546434,2.1593601399845395,0.011314841667046967,0.06120903506854973,8.559833180335826,0.9935455477504781,NA,NA,0.08406798844186726,0.12533176891262945,0.8525438483617469,0.45863894975114666,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Kilagården,Aligned,Gumbel,Multiplicative (mu),26.556391231399328,2.3283071899501078,0.01969104226540418,0.06543908153242707,8.877935287593822,0.9174537382059907,NA,NA,NA,NA,0.7633469304055429,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kilagården,Aligned,GEV,Multiplicative (sigma),26.657195191090107,1.3027129248086127,NA,NA,2.054937958199238,0.20388027625768593,0.002694605113634213,0.005081317161503652,0.09493966434727703,0.1347853365878253,0.5965887498352346,0.4562033455382096,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Kilagården,Aligned,Gumbel,Multiplicative (sigma),27.098104927745876,1.1940590087850025,NA,NA,2.095999912837545,0.19035078760536836,0.002750267939924933,0.005144462899295768,NA,NA,0.5930253805077991,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kilagården,Aligned,GEV,Multiplicative (mu/sigma),25.721188010162493,2.2986201127327694,0.032168128997876314,0.06653267493753638,2.011348603680907,0.23191780509010035,0.00403083032787455,0.00590707123452117,0.09674257333348517,0.1371605059915375,0.7734336580804894,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kilagården,Aligned,Gumbel,Multiplicative (mu/sigma),26.162088117397808,2.2791128099227094,0.03245870538840976,0.06798088628013654,2.071182380177248,0.19766029475229344,0.0034939000003972463,0.005371098639505556,NA,NA,0.7736296195279376,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Klippan,Aligned,GEV,Stationary,30.764875749078737,1.3366413735965335,NA,NA,9.283435828456211,1.062501612879266,NA,NA,0.2059273677419619,0.1008889237459063,NA,0.02800263968188735,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Klippan,Aligned,Gumbel,Stationary,31.846420468398758,1.372387226832821,NA,NA,10.272599156824969,1.0884071254794632,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Klippan,Aligned,GEV,Multiplicative (mu),30.414850607806287,2.1756094762342895,0.012818399689829453,0.06280481568528977,9.311030653282529,1.0705028980813094,NA,NA,0.19998582512020552,0.10368535890547884,0.8372915316651519,0.021312691616573006,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Klippan,Aligned,Gumbel,Multiplicative (mu),30.30150934497332,2.661720732788277,0.051439571662494715,0.07501483975620465,10.263791634697593,1.083267221056018,NA,NA,NA,NA,0.4937752438515104,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Klippan,Aligned,GEV,Multiplicative (sigma),30.517207671989368,1.3168699395993453,NA,NA,2.033320700140787,0.20917805285019564,0.0057418757667759635,0.005476152956106296,0.21314284529984476,0.10340342847374016,0.28251499942474195,0.021764411758665666,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Klippan,Aligned,Gumbel,Multiplicative (sigma),31.568626856303926,1.36615693614832,NA,NA,2.124140548927671,0.21579166462132252,0.006325429977805853,0.00606434504214926,NA,NA,0.2925316954779512,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Klippan,Aligned,GEV,Multiplicative (mu/sigma),28.727050883156423,2.266034398515942,0.06774240371807942,0.07331831872420085,1.942266332803714,0.2249591198841682,0.008679967172558655,0.0061130431533625495,0.20970403789229,0.1021060864083562,0.36335746465950913,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Klippan,Aligned,Gumbel,Multiplicative (mu/sigma),29.59886560538539,2.4494718264769917,0.07472265567970705,0.07833277672005477,2.086262463963369,0.21240458678633717,0.007365888405874591,0.0058948846166085546,NA,NA,0.3652699602533614,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kristinehamn,Aligned,GEV,Stationary,28.609423688663664,1.1711736617522368,NA,NA,7.93527487313932,0.8934217344752645,NA,NA,0.0980317157288046,0.11270777830756894,NA,0.38921331660530994,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Kristinehamn,Aligned,Gumbel,Stationary,29.03859661132352,1.1114620685915106,NA,NA,8.267620286011315,0.8527443063785237,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Kristinehamn,Aligned,GEV,Multiplicative (mu),29.413883740962522,2.078890375635777,-0.024856201523555166,0.05278349143151515,7.946149796277283,0.8938745878159855,NA,NA,0.09224326880338701,0.11304195833606366,0.6343690348375606,0.47044247202343314,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Kristinehamn,Aligned,Gumbel,Multiplicative (mu),30.072451045951347,2.08723597672047,-0.0330836796730769,0.05715897930443357,8.257944257786884,0.8507750062439402,NA,NA,NA,NA,0.5619673778972203,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kristinehamn,Aligned,GEV,Multiplicative (sigma),28.569631438587386,1.170536177191699,NA,NA,2.179817227175961,0.2186730484679164,-0.0034126581431764688,0.005643695088235237,0.08168656930273885,0.11717410327354476,0.5406200402182328,0.5454552898317487,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Kristinehamn,Aligned,Gumbel,Multiplicative (sigma),28.867176668418452,1.1258151317484166,NA,NA,2.2564083359202023,0.20643561891386983,-0.00478232534649677,0.005684517541516637,NA,NA,0.4011152508067184,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kristinehamn,Aligned,GEV,Multiplicative (mu/sigma),30.739307689966513,2.5586686650002446,-0.06308178475513633,0.06304231443186313,2.29540189889801,0.24249871595969716,-0.007177271582393074,0.006640737835742409,0.06926499810702225,0.11767189299897901,0.5002218667536041,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Kristinehamn,Aligned,Gumbel,Multiplicative (mu/sigma),31.223371759592208,2.5122854836595105,-0.06857823727940601,0.06353885668706646,2.3487210647819876,0.22618681746620606,-0.007990765548943601,0.006429618248072652,NA,NA,0.39230916969837515,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ljusnedal,Aligned,GEV,Stationary,24.71756010439624,0.9223532849832689,NA,NA,6.3815545651610925,0.6636946759976396,NA,NA,-0.051732195518436934,0.09682502447641533,NA,0.5809920425516824,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Ljusnedal,Aligned,Gumbel,Stationary,24.542178089924718,0.8486309358549178,NA,NA,6.285673286971897,0.6240773942410052,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ljusnedal,Aligned,GEV,Multiplicative (mu),23.729143458751587,1.6613643224801562,0.03297482484003505,0.046278088119508974,6.367164452615366,0.6602193257792934,NA,NA,-0.054598380838668005,0.09571388954738953,0.47499038656306425,0.5957372368945011,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ljusnedal,Aligned,Gumbel,Multiplicative (mu),23.628836241396815,1.584796845618318,0.030226798830878778,0.04382943296307627,6.267944829106207,0.6214012766507596,NA,NA,NA,NA,0.4911002846249434,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ljusnedal,Aligned,GEV,Multiplicative (sigma),24.70430083347987,0.9258484775396434,NA,NA,1.829881917796642,0.17865810064189339,7.823240495714947e-4,0.004887712685122967,-0.053153539609716034,0.09701622625495653,0.8728567242435384,0.6044737217627153,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ljusnedal,Aligned,Gumbel,Multiplicative (sigma),24.53014655183968,0.8554398360374641,NA,NA,1.822114882648313,0.17419453499102358,5.25898457319051e-4,0.004689261018664806,NA,NA,0.9108308137311164,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ljusnedal,Aligned,GEV,Multiplicative (mu/sigma),23.516905597698354,1.7043851985053058,0.0396354560648664,0.04870983953813739,1.7825062338242599,0.19159977635751443,0.002130512091377607,0.005087731384489755,-0.05146181965769378,0.09629323700185083,0.7098926270100556,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ljusnedal,Aligned,Gumbel,Multiplicative (mu/sigma),23.32999806054055,1.6591586805806262,0.04008405959255896,0.04880957921090362,1.7602075447211274,0.18817366362909185,0.002365672095140214,0.005134464620585651,NA,NA,0.7098556493899598,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Lund,Aligned,GEV,Stationary,27.28991397380958,1.0739464273547472,NA,NA,7.143591959225024,0.8460148106067642,NA,NA,0.1439186229735207,0.12667714627241694,NA,0.19616318573447178,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Lund,Aligned,Gumbel,Stationary,27.85891108823793,1.0266711367910892,NA,NA,7.636588321200353,0.8003947128933399,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Lund,Aligned,GEV,Multiplicative (mu),23.64206850744936,1.7052759109379108,0.12195550243239323,0.04836206372153489,6.655205625588781,0.8444327027394769,NA,NA,0.18202341626547042,0.149552729318371,0.01294159815939236,0.36115043171791006,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Lund,Aligned,Gumbel,Multiplicative (mu),23.799261808638903,1.9759817518624774,0.1393740762038424,0.05647154981670335,7.276795731890334,0.7646871824145264,NA,NA,NA,NA,0.015341196885829014,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Lund,Aligned,GEV,Multiplicative (sigma),27.271516845755144,1.1069704984714421,NA,NA,1.9521367065970465,0.23004413835391752,5.523317044886656e-4,0.007756851047294347,0.13671873914072097,0.16094943316004778,0.9433273164175667,0.22030518376453742,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Lund,Aligned,Gumbel,Multiplicative (sigma),27.48705646634365,1.1342214993828348,NA,NA,1.8991149129364222,0.20531233873636295,0.0043376056488575055,0.005907157636636114,NA,NA,0.46174708351094756,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Lund,Aligned,GEV,Multiplicative (mu/sigma),23.046712969729438,1.717519975836695,0.1441697679336366,0.05230023546313546,1.7042872040228967,0.22386682100117117,0.006320432100994019,0.00623235946430902,0.16102278550645352,0.13999777915417352,0.027615227576366558,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Lund,Aligned,Gumbel,Multiplicative (mu/sigma),23.553260939080847,1.794093649127666,0.14733883710243847,0.056199038631803325,1.786035629606167,0.20418933646115528,0.006153459474698572,0.005661158394014562,NA,NA,0.029497709790373628,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Mariestad,Aligned,GEV,Stationary,29.13561915385337,1.2718865037144174,NA,NA,8.761513739945544,0.9103509262075133,NA,NA,-0.1527411020433589,0.10138992971086722,NA,0.17130732108548746,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Mariestad,Aligned,Gumbel,Stationary,28.43830015257864,1.1407860059255157,NA,NA,8.429800630401619,0.8227777148388457,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Mariestad,Aligned,GEV,Multiplicative (mu),25.712441415224966,2.2211869185726267,0.11542991285897643,0.06237769503512052,8.530006549477985,0.9039012695288374,NA,NA,-0.15683194318416346,0.10814704684744576,0.0649154820640152,0.1807452452625581,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Mariestad,Aligned,Gumbel,Multiplicative (mu),25.308903106799324,2.017017963589362,0.10588335719566701,0.055166604279514156,8.164081447921252,0.8020366640589571,NA,NA,NA,NA,0.06027837238846688,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mariestad,Aligned,GEV,Multiplicative (sigma),29.085673372407513,1.3002914090811608,NA,NA,2.1353342059960365,0.19431281811066606,0.001359603026260654,0.006442998040425646,-0.16518695452233542,0.11697906562725886,0.8329692503495747,0.14668632739432988,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Mariestad,Aligned,Gumbel,Multiplicative (sigma),28.63936126273066,1.1933543585019795,NA,NA,2.2104140635131393,0.1876492090705158,-0.0027316814321321397,0.005418972165707537,NA,NA,0.6191662853892118,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mariestad,Aligned,GEV,Multiplicative (mu/sigma),25.428953006460407,2.1768400164652757,0.12666078352993795,0.06391091133283762,2.032084328794018,0.19189180915488047,0.0036872523921219675,0.0053993020857147226,-0.16667206666963377,0.10699800731704952,0.1445929437459669,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mariestad,Aligned,Gumbel,Multiplicative (mu/sigma),24.849011226204418,2.1564776434728046,0.12123484615539082,0.06411466236352298,2.0137614696901944,0.2021658072900173,0.0027870316035372737,0.005842071889223993,NA,NA,0.15294608831249712,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mångsbodarna,Aligned,GEV,Stationary,29.531002156110816,1.0337842595679678,NA,NA,7.1080382664840025,0.7932100332833113,NA,NA,0.1259933742243588,0.10417143216604074,NA,0.034470402037955476,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Mångsbodarna,Aligned,Gumbel,Stationary,30.028884992670367,1.0074442015169676,NA,NA,7.505523545933665,0.7782786246167961,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Mångsbodarna,Aligned,GEV,Multiplicative (mu),26.087857457047384,1.5389951267722692,0.1027854954951347,0.0373148357093754,6.404362943439361,0.774403901864467,NA,NA,0.22805001888891366,0.12141917688057229,0.017336813204134494,0.0700695351949394,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Mångsbodarna,Aligned,Gumbel,Multiplicative (mu),27.370586611649323,1.841787069419232,0.08845886539357067,0.050654045141636406,7.199500606276828,0.7635599718499774,NA,NA,NA,NA,0.08987876931872417,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mångsbodarna,Aligned,GEV,Multiplicative (sigma),29.792873384138915,0.9489025221925176,NA,NA,2.2728764303598075,0.1816054306412105,-0.01257470995199563,0.005056029675677545,0.203967271952711,0.13046657180853877,0.020898107902269578,0.05824784991709101,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Mångsbodarna,Aligned,Gumbel,Multiplicative (sigma),30.480594518065445,0.9531780652270438,NA,NA,2.3102997700463943,0.1938735738695833,-0.010760187326112175,0.005424225640006726,NA,NA,0.05313435577595471,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Mångsbodarna,Aligned,GEV,Multiplicative (mu/sigma),27.416959258187756,2.1395399435620175,0.06348372040287305,0.054258652146660036,2.0764749361447885,0.25153657792823886,-0.007028948254015839,0.006936386076479228,0.2084381186456625,0.125645014239161,0.035645528109169926,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Mångsbodarna,Aligned,Gumbel,Multiplicative (mu/sigma),28.39588155828413,2.1942100528514947,0.05693019275006523,0.05557740723604094,2.2176303815637506,0.21367361855041236,-0.008236873471387492,0.005953497056478977,NA,NA,0.09220470669697198,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ockelbo,Aligned,GEV,Stationary,32.13919977183624,1.1736151956065775,NA,NA,8.163308787576485,0.9675808941752867,NA,NA,0.2653362171005443,0.10277690865409521,NA,1.7204086478720188e-4,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Ockelbo,Aligned,Gumbel,Stationary,33.402067760466934,1.2636233362618323,NA,NA,9.483899609765466,1.0211899098782684,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ockelbo,Aligned,GEV,Multiplicative (mu),28.083942812609422,1.7353226043240368,0.11394545767968377,0.03782936455187807,7.188745419065027,0.9806070912005612,NA,NA,0.410604298224457,0.13821826579133176,0.015373515321601864,5.828499816856978e-5,1963-10-01,2024-09-30,60.99931553730322,TRUE,TRUE
Ockelbo,Aligned,Gumbel,Multiplicative (mu),31.43972813734219,2.418032790867874,0.06461799349408914,0.06708742821863835,9.32266761555159,1.0198145256668034,NA,NA,NA,NA,0.3407528752380285,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ockelbo,Aligned,GEV,Multiplicative (sigma),32.03511343946116,0.9705185606071384,NA,NA,2.4727446340617707,0.18522621821683843,-0.016516215595351713,0.005668018471455888,0.4251058673540432,0.13523259627266992,0.005570457438912035,5.7932575771094465e-5,1963-10-01,2024-09-30,60.99931553730322,TRUE,TRUE
Ockelbo,Aligned,Gumbel,Multiplicative (sigma),33.58703590444196,1.252911780807508,NA,NA,2.378970812049394,0.1956740393028973,-0.004653977304652759,0.005631637969162439,NA,NA,0.41120255361201863,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ockelbo,Aligned,GEV,Multiplicative (mu/sigma),30.32831080566026,2.382894892877054,0.04277709726537428,0.056740465116953104,2.326717861344283,0.26857452965346484,-0.012479993433661667,0.007967460113901557,0.4285494757049616,0.1376668611167327,0.016147592272464734,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Ockelbo,Aligned,Gumbel,Multiplicative (mu/sigma),31.82991282170314,2.6216488256458685,0.052619517855879934,0.07013210415052959,2.3299453918290727,0.2065073997297919,-0.0033645051569330207,0.005895671197955451,NA,NA,0.5402237356976702,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Oxelösund,Aligned,GEV,Stationary,26.083787142780515,1.0646463258529297,NA,NA,7.417511205267557,0.7936064449258083,NA,NA,0.09031359917901007,0.09217357015265051,NA,0.2703236747799289,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Oxelösund,Aligned,Gumbel,Stationary,26.459106067311843,1.030829555672169,NA,NA,7.677795549345958,0.7813507486910112,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Oxelösund,Aligned,GEV,Multiplicative (mu),26.449603992239574,1.7130302686758199,-0.012849123892114251,0.047164509010283184,7.385346523535781,0.8005896878103039,NA,NA,0.09609643443430295,0.09590824189600754,0.7872265443883143,0.19830877494410631,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Oxelösund,Aligned,Gumbel,Multiplicative (mu),26.538775558179818,1.8790063540207749,-0.0026215646946233903,0.05186179193746368,7.675229654210878,0.7833437412361067,NA,NA,NA,NA,0.9603376980823237,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Oxelösund,Aligned,GEV,Multiplicative (sigma),25.997908117682538,1.0399514281627826,NA,NA,1.8478024754453088,0.18267589528163095,0.004557157248192023,0.004637905000235737,0.10526288032860175,0.09016857739780058,0.3378806287666556,0.1861201487327624,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Oxelösund,Aligned,Gumbel,Multiplicative (sigma),26.445738539411376,1.0182653522867753,NA,NA,1.9291740776124326,0.19295599231018468,0.0033006490532056206,0.0051334385987756,NA,NA,0.522785961940434,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Oxelösund,Aligned,GEV,Multiplicative (mu/sigma),25.272059240061285,1.9095270193445946,0.026410444520073677,0.0600950704706231,1.7924752925305554,0.22163330195715916,0.006353975025451277,0.0061930178782785535,0.106791175547966,0.08913011797184543,0.5732737862347211,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Oxelösund,Aligned,Gumbel,Multiplicative (mu/sigma),25.91405084922797,1.93823907271009,0.01898064904149576,0.05977654785178903,1.899430232028227,0.21366401104074528,0.004264078295769202,0.005953176954409406,NA,NA,0.7751327600732111,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Prästkulla,Aligned,GEV,Stationary,28.773835372658514,1.1884110305358193,NA,NA,8.480030805326383,0.8846885617385993,NA,NA,0.11587541579198983,0.07487340792998048,NA,0.08032363217472528,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Prästkulla,Aligned,Gumbel,Stationary,29.34212562571568,1.1900073842069088,NA,NA,8.89099780747821,0.9092631185428959,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Prästkulla,Aligned,GEV,Multiplicative (mu),26.610314263375553,2.3222794623159317,0.07337893869374389,0.0662143875837847,8.416420254213351,0.8776594967307628,NA,NA,0.1125244947412522,0.07497390188847772,0.2732084286663803,0.21357323807408352,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Prästkulla,Aligned,Gumbel,Multiplicative (mu),26.87118104079767,2.413405666900029,0.08281030361136615,0.0689581161095816,8.811910161343977,0.9001627983037421,NA,NA,NA,NA,0.23413966667419492,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Prästkulla,Aligned,GEV,Multiplicative (sigma),28.464875051183515,1.1786306983478914,NA,NA,1.8494879709188026,0.25634882938455394,0.00937746285261413,0.007837473535073611,0.08752720854714623,0.07767504090127637,0.24111907243247124,0.21508957360275796,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Prästkulla,Aligned,Gumbel,Multiplicative (sigma),28.726989377826907,1.159667075565165,NA,NA,1.7934220846917577,0.2331455470202175,0.012340496478700813,0.006970114382022876,NA,NA,0.0782773358119713,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Prästkulla,Aligned,GEV,Multiplicative (mu/sigma),26.666924862996577,2.0932938897685087,0.0736052167290787,0.06876285893275043,1.8651171955654924,0.24601851011054396,0.00877428662008421,0.0075734546575285016,0.08572333674122444,0.07638093969646562,0.28489842588284603,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Prästkulla,Aligned,Gumbel,Multiplicative (mu/sigma),26.96950867637907,2.0446084511273206,0.07632776864812986,0.07084357693277844,1.8152530138477814,0.22859511202763405,0.0114455088176524,0.00684375920940178,NA,NA,0.11956918818202658,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ramsjöholm,Aligned,GEV,Stationary,28.11003383687805,1.3660605209729064,NA,NA,9.205484856947153,1.0759262431102965,NA,NA,0.16526103394840638,0.11837012324164373,NA,0.11709928566082718,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Ramsjöholm,Aligned,Gumbel,Stationary,28.961433365845053,1.3334990734012748,NA,NA,9.938798525579461,1.041126696385428,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ramsjöholm,Aligned,GEV,Multiplicative (mu),25.014994701642053,2.2829223715287386,0.10329578067637445,0.062408278516541106,8.94619309089091,1.0663796830035166,NA,NA,0.17793259392519298,0.12455588813444973,0.10357517584321814,0.17103216121697415,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ramsjöholm,Aligned,Gumbel,Multiplicative (mu),25.5227313294899,2.5747192551308626,0.11607951991422459,0.07272730952801469,9.737150716617213,1.0216881381938603,NA,NA,NA,NA,0.11391453772564625,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ramsjöholm,Aligned,GEV,Multiplicative (sigma),28.0948544655376,1.3921445242984556,NA,NA,2.2084264335666863,0.22992068497625684,4.071614624453821e-4,0.007097105440184625,0.16220125988521655,0.1293599768675561,0.9542558073610448,0.15202747917429676,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ramsjöholm,Aligned,Gumbel,Multiplicative (sigma),28.635613569171163,1.4141340326531933,NA,NA,2.1677330697479897,0.21785074405621419,0.0041814645278413255,0.00637204872918021,NA,NA,0.5097610814696715,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ramsjöholm,Aligned,GEV,Multiplicative (mu/sigma),24.487326500552847,2.314648813783507,0.12309769699195916,0.06905902094847745,2.0521531419428496,0.2268544016043414,0.0046687280394894365,0.006609949686496102,0.16279493860974625,0.1243053289339353,0.20784269606183003,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ramsjöholm,Aligned,Gumbel,Multiplicative (mu/sigma),25.133482696951887,2.389034494959818,0.1289195678551695,0.07410664942927761,2.0931707123291705,0.21303784688526195,0.005809115784857985,0.0061249154881995544,NA,NA,0.18311345796899908,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Saittarova D,Aligned,GEV,Stationary,27.134413397895592,1.0393485902035005,NA,NA,7.125322086484518,0.7599685049602395,NA,NA,-0.04190043467074857,0.10058373324540666,NA,0.6974549710115122,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Saittarova D,Aligned,Gumbel,Stationary,26.971991463962322,0.9483540714467195,NA,NA,7.020319733795885,0.7051742002161641,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Saittarova D,Aligned,GEV,Multiplicative (mu),22.910960849204532,1.5048095544410567,0.13582836363018713,0.04091332878213006,6.3047490617196225,0.6938781377176511,NA,NA,0.039805318746259664,0.10646365853932835,0.002267903282681445,0.8117672395282105,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Saittarova D,Aligned,Gumbel,Multiplicative (mu),22.98972120298369,1.5549949135267922,0.13782630686260322,0.04242956951166607,6.405760919259717,0.6507899551096961,NA,NA,NA,NA,0.0022596503036667694,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Saittarova D,Aligned,GEV,Multiplicative (sigma),27.870050046772768,1.070436178021345,NA,NA,2.217794683929971,0.18610236441436404,-0.00918792920432388,0.005131126385001987,-0.031144682524766633,0.12716370837523927,0.08723756347272314,0.6904399665142357,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Saittarova D,Aligned,Gumbel,Multiplicative (sigma),27.768133225161353,0.9707051960760654,NA,NA,2.212642744620627,0.18429465394602104,-0.00936760070099904,0.005073209253919491,NA,NA,0.08195379328669566,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Saittarova D,Aligned,GEV,Multiplicative (mu/sigma),22.699068553013333,2.0584462317938135,0.14145910996390113,0.05569236082016969,1.79815995627173,0.3112369356922654,0.0011780650124159435,0.007893399996883358,0.052047037643953756,0.13763410512256757,0.009360830688925454,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
