Station,Dataset,Type,Model,Location_Intercept,Location_SE_Intercept,Location_Slope,Location_SE_Slope,Scale_Intercept,Scale_SE_Intercept,Scale_Slope,Scale_SE_Slope,Shape,Shape_SE,Trend_lr_pval,Shape_lr_pval,First_Observation_Date,Last_Observation_Date,Elapsed_Years,Significant_Trend,Significant_Shape
Saittarova D,Aligned,Gumbel,Multiplicative (mu/sigma),23.10157951239601,1.8099497280074874,0.13418136405968287,0.05147135662051191,1.8807996389938384,0.21273238000057934,-7.211964609897958e-4,0.005695696272360029,NA,NA,0.009364558943603765,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Sjögärde,Aligned,GEV,Stationary,28.05737194265486,1.0608364283728697,NA,NA,7.189185989569493,0.867547683205682,NA,NA,0.23741182037878822,0.11749752198499752,NA,0.02611237763860167,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Sjögärde,Aligned,Gumbel,Stationary,29.044483180936425,1.0898374347626507,NA,NA,8.143291984596988,0.8641956164596911,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Sjögärde,Aligned,GEV,Multiplicative (mu),27.072802739558824,1.5861011489210028,0.03329526431021041,0.0412411882443964,7.153352779375544,0.873766226502644,NA,NA,0.2378342595365187,0.12342035162302183,0.4179472126739157,0.02698382959089375,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Sjögärde,Aligned,Gumbel,Multiplicative (mu),27.440136721345713,2.033993076449201,0.0538336101882146,0.056737752500068225,8.102188227258445,0.8571196619530043,NA,NA,NA,NA,0.34406276040612177,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sjögärde,Aligned,GEV,Multiplicative (sigma),28.054252330305392,1.0600876922101863,NA,NA,1.9586793548822037,0.1845808872910563,5.011736182260156e-4,0.0050788257958519845,0.23349632212016966,0.12272636122458638,0.9212866173057682,0.02804001075973616,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Sjögärde,Aligned,Gumbel,Multiplicative (sigma),28.896543539614594,1.1186082186949566,NA,NA,1.9919402070853947,0.21403307102580785,0.0033543849265227745,0.006093036064197507,NA,NA,0.5803711311311676,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sjögärde,Aligned,GEV,Multiplicative (mu/sigma),26.0255584511294,1.8569228802735205,0.0709349254263457,0.05796421742495847,1.7861591729102653,0.22298586281818178,0.005972299347129301,0.006337892137654503,0.22249213538879858,0.11642333427032225,0.46898484396779744,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sjögärde,Aligned,Gumbel,Multiplicative (mu/sigma),26.76411241339818,1.9461583741301711,0.0769823034779122,0.06124267083050847,1.890907702209711,0.22050844744319015,0.006260663310162586,0.0062858017377781265,NA,NA,0.3913158913978523,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Säffle,Aligned,GEV,Stationary,32.809875535325915,1.4771632445598615,NA,NA,9.845625865523091,1.1694460167597411,NA,NA,0.16708285727101874,0.12445382197181569,NA,0.17383188365907135,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Säffle,Aligned,Gumbel,Stationary,33.73792397590785,1.4299150408438805,NA,NA,10.652752190762465,1.1144275936765764,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Säffle,Aligned,GEV,Multiplicative (mu),29.283131490688216,2.302525562279942,0.1240428502460628,0.06666453838981481,9.603111887411053,1.1482736418145227,NA,NA,0.1592141579430012,0.12793709882702853,0.059827972993380184,0.360346415988815,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Säffle,Aligned,Gumbel,Multiplicative (mu),29.22175336127262,2.707505296803584,0.1546588167836299,0.07682194386973033,10.354990138571946,1.0819463218759178,NA,NA,NA,NA,0.04804656394565715,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Säffle,Aligned,GEV,Multiplicative (sigma),32.64884002473939,1.52489852638788,NA,NA,2.1890758948126274,0.23226506834565633,0.0036552595876425467,0.007634832419854076,0.12766620245246862,0.14663128488923644,0.6267800848970743,0.26348831852247084,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Säffle,Aligned,Gumbel,Multiplicative (sigma),32.93635629511956,1.5273241085764355,NA,NA,2.129541282013927,0.2067559900886181,0.007592094289767842,0.0060334132611601365,NA,NA,0.20371205533610284,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Säffle,Aligned,GEV,Multiplicative (mu/sigma),27.660922904511615,2.412580067331015,0.18196579905213447,0.07725178721003408,1.983739008933389,0.21881087673964797,0.008834552023764113,0.005935929703614855,0.1391101305168886,0.13174580858987717,0.05742952071245726,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Säffle,Aligned,Gumbel,Multiplicative (mu/sigma),28.280150754616702,2.445790265761278,0.1856616785635384,0.08059782206830798,2.041900404601627,0.1956754105826856,0.009018240716723263,0.005410817709447925,NA,NA,0.035439611092865586,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Sörbytorp,Aligned,GEV,Stationary,30.015058063217953,1.1986706493546848,NA,NA,7.970073480207346,0.9152946935169537,NA,NA,0.06541538503785838,0.12423937511552509,NA,0.6035738841812357,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Sörbytorp,Aligned,Gumbel,Stationary,30.299847249450544,1.10320427627509,NA,NA,8.192181807965373,0.843976019304464,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Sörbytorp,Aligned,GEV,Multiplicative (mu),30.00596199561292,1.9295329525206228,3.381732168197163e-4,0.056163326286918384,7.971231570730395,0.935052087227994,NA,NA,0.06516827942746774,0.1310144244527736,0.9952037361986367,0.3806615757195287,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Sörbytorp,Aligned,Gumbel,Multiplicative (mu),30.02932599391264,2.0517282788537545,0.008959787918662789,0.0570977801547019,8.198760133480029,0.8449021224272301,NA,NA,NA,NA,0.8752153148290898,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sörbytorp,Aligned,GEV,Multiplicative (sigma),29.724515823516516,1.1989573331602814,NA,NA,1.881687923530037,0.22824723950234135,0.00515527936737494,0.005400842818767828,0.11533504588081647,0.13848574795945057,0.3532429747269627,0.3366751053304935,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Sörbytorp,Aligned,Gumbel,Multiplicative (sigma),30.25415271753521,1.0921996216498164,NA,NA,1.9944120052496666,0.19855656897165336,0.0032678880341257756,0.00523891768688313,NA,NA,0.5336308547449583,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sörbytorp,Aligned,GEV,Multiplicative (mu/sigma),28.636156985142005,2.058226825063978,0.03856301377231322,0.06270282477176625,1.7919029219845792,0.2833197772691174,0.007851584880735162,0.007300219833716337,0.12778940456444846,0.14108090129367162,0.5375997679754059,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Sörbytorp,Aligned,Gumbel,Multiplicative (mu/sigma),29.42036325206075,2.038772983085178,0.02966419303987225,0.06253411250296842,1.9562854756043355,0.213470843781378,0.004464993884523778,0.005803486587778293,NA,NA,0.7362045618743007,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Traneberg,Aligned,GEV,Stationary,28.535902910602594,1.1867714692845477,NA,NA,8.274217476812336,0.8889396263912951,NA,NA,0.08785054187497102,0.09528969124917115,NA,0.3996551582970977,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Traneberg,Aligned,Gumbel,Stationary,28.927032129351364,1.1486937874312422,NA,NA,8.552489512271558,0.8810994165528256,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Traneberg,Aligned,GEV,Multiplicative (mu),28.424563957941412,2.0369734827994566,0.004217319252731932,0.0625474426209586,8.288607478078081,0.9143504498022029,NA,NA,0.08479324910129407,0.10491363754042103,0.9460477552366867,0.24000576463271464,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Traneberg,Aligned,Gumbel,Multiplicative (mu),28.127826319072074,2.1774784795609388,0.026863318385719596,0.061472914442437174,8.578692212475787,0.8828924977403462,NA,NA,NA,NA,0.661974131002146,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Traneberg,Aligned,GEV,Multiplicative (sigma),28.016740670628486,1.140023376023281,NA,NA,1.735846007362627,0.21096696367669973,0.010286754043516148,0.005306488590447213,0.1287728174308641,0.11592911372502446,0.051802117760340466,0.2329442856336956,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Traneberg,Aligned,Gumbel,Multiplicative (sigma),28.55682178105284,1.0982571464127224,NA,NA,1.804900864792751,0.2026490334856896,0.010011093609035676,0.005563062968048271,NA,NA,0.06938512802641676,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Traneberg,Aligned,GEV,Multiplicative (mu/sigma),26.341064884506206,1.771315988781967,0.06988325219609984,0.06158062133822473,1.6234953757088328,0.23852294642863014,0.013815087246668295,0.006224860128135824,0.13113710679866816,0.11729513394876925,0.07895845666921139,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Traneberg,Aligned,Gumbel,Multiplicative (mu/sigma),26.84799253216441,1.8306718530652923,0.07119365973790187,0.0636199216652428,1.7393759986297617,0.2068415764404952,0.011945920232575033,0.005671371592544021,NA,NA,0.10275616478181164,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ungsberg,Aligned,GEV,Stationary,27.701944842369198,1.268677991689717,NA,NA,8.63748043233516,0.9502262545706759,NA,NA,0.0495056816113069,0.10748239772400181,NA,0.5900477078783031,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Ungsberg,Aligned,Gumbel,Stationary,27.937435648359024,1.1861184392494994,NA,NA,8.80745594607935,0.8978352342215364,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ungsberg,Aligned,GEV,Multiplicative (mu),26.839529974095747,2.337068344771371,0.02682582420611301,0.061043070034507395,8.580038231383007,0.9615931497335043,NA,NA,0.05790766472019381,0.11331236429092979,0.6632811964678279,0.530522128548843,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ungsberg,Aligned,Gumbel,Multiplicative (mu),27.233545549478027,2.2902358144112713,0.02295947398996551,0.06355211061083026,8.786110036758377,0.8985186009895821,NA,NA,NA,NA,0.7185221597972952,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ungsberg,Aligned,GEV,Multiplicative (sigma),27.63871756588625,1.2636244374322274,NA,NA,2.2342755569522352,0.1972182318018976,-0.0029864515613338837,0.006069478475633303,0.07055765687924238,0.11920434139395188,0.6233689522926444,0.5349579340829667,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ungsberg,Aligned,Gumbel,Multiplicative (sigma),27.957586251339237,1.1832499108665515,NA,NA,2.221901150154589,0.1965211934435417,-0.0015977346175811476,0.005712453973588808,NA,NA,0.7794910787904181,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ungsberg,Aligned,GEV,Multiplicative (mu/sigma),27.06332001974579,2.444954681685238,0.0178009175021921,0.06533580138887195,2.212203706729009,0.21227067465391924,-0.0022959094500479833,0.006504582924571672,0.06991931720947434,0.11933074109108102,0.8541024865469949,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ungsberg,Aligned,Gumbel,Multiplicative (mu/sigma),27.347873306418958,2.412556780322671,0.019272845895212685,0.06686291002380397,2.204364511044023,0.20564052400685084,-0.0010582498571055656,0.006011763833546707,NA,NA,0.9226255018317141,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Uppsala,Aligned,GEV,Stationary,25.379319747752916,1.228071101986215,NA,NA,8.448866637671136,0.9733292534408987,NA,NA,0.20021764617042656,0.10427433638166696,NA,0.02182738796545317,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Uppsala,Aligned,Gumbel,Stationary,26.377875767473842,1.2500610457718384,NA,NA,9.356824595228877,0.9784277962006798,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Uppsala,Aligned,GEV,Multiplicative (mu),24.97612764620797,2.151143109645928,0.014185342449232223,0.06194558337810818,8.46621705649232,0.9764732692725498,NA,NA,0.19605437733971579,0.1051518817548545,0.8180015044772025,0.03435464152689342,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Uppsala,Aligned,Gumbel,Multiplicative (mu),25.05606230304989,2.493798196041278,0.04396774083354958,0.07094038988264165,9.357904735762434,0.9765505689957089,NA,NA,NA,NA,0.5335135383363013,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Uppsala,Aligned,GEV,Multiplicative (sigma),25.192456296561808,1.2013395830490565,NA,NA,1.8679606352644147,0.2293412817875482,0.008313162565855386,0.006401274569499156,0.18544159964784576,0.1058453657156605,0.20036685307242796,0.040515719174074566,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Uppsala,Aligned,Gumbel,Multiplicative (sigma),25.965563803147912,1.2150138025242263,NA,NA,1.892451461620284,0.21853335302430724,0.01061834392366414,0.006325002043705557,NA,NA,0.096831766240434,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Uppsala,Aligned,GEV,Multiplicative (mu/sigma),23.997625159668402,1.887308872138226,0.04901080541413974,0.06303543734111906,1.8041315465808978,0.24418922358885703,0.010545317877726406,0.007085906265805698,0.1771986063469951,0.10393492175450966,0.32457374659961874,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Uppsala,Aligned,Gumbel,Multiplicative (mu/sigma),24.412610654014074,2.00610486622828,0.06515048210622292,0.0689480800036286,1.847837355884332,0.22580311946143553,0.011959721658365457,0.0065845210507695815,NA,NA,0.1613335613824664,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ytterberg D,Aligned,GEV,Stationary,25.566894371358895,0.9179500077063453,NA,NA,5.896039815846538,0.7965014715026205,NA,NA,0.33230658733946417,0.15196276704556136,NA,0.0106445834193534,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Ytterberg D,Aligned,Gumbel,Stationary,26.728039937381524,0.949826115618053,NA,NA,7.090288420053616,0.7597858582023789,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ytterberg D,Aligned,GEV,Multiplicative (mu),24.78055314094945,1.363818286559892,0.025574081664388272,0.03477638025070619,5.85823235060516,0.7928430539926276,NA,NA,0.3360029726123023,0.15199749724094816,0.46382626248578007,0.015665776088572468,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Ytterberg D,Aligned,Gumbel,Multiplicative (mu),25.848646276646225,1.8959960469684018,0.028831005036199866,0.05337281106345023,7.064809617375723,0.7574920675501635,NA,NA,NA,NA,0.5905055164244283,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ytterberg D,Aligned,GEV,Multiplicative (sigma),25.602699500354095,0.9241841821026944,NA,NA,1.8520636464868332,0.212856243576851,-0.002552420737125212,0.00521034999451049,0.33335603863896723,0.15485637077975595,0.6293454143143933,0.014342689364829082,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Ytterberg D,Aligned,Gumbel,Multiplicative (sigma),26.78323875699983,0.9453784093295748,NA,NA,2.10031527171328,0.20804202012603726,-0.004664063654929071,0.005667822986011737,NA,NA,0.4132043744485785,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ytterberg D,Aligned,GEV,Multiplicative (mu/sigma),24.764872830498778,1.7332630145377579,0.026045708764393966,0.04741297557489332,1.7644114042296157,0.2699944358205075,1.0530555156057096e-4,0.007136390977700678,0.3363671725622558,0.15422442225522137,0.7645774735575959,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ytterberg D,Aligned,Gumbel,Multiplicative (mu/sigma),26.090607356169006,2.025525971233024,0.020870772578577192,0.05412662213570795,2.084044809766014,0.21158916020456878,-0.004193871927841348,0.005762551249161251,NA,NA,0.6643090236041055,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åby,Aligned,GEV,Stationary,25.915748498408902,1.0293834115132683,NA,NA,7.0433568948335505,0.8870113185558102,NA,NA,0.32873049480086486,0.11711499018419298,NA,0.0024638946133297836,1963-10-01,2024-09-30,60.99931553730322,NA,TRUE
Åby,Aligned,Gumbel,Stationary,27.269208728588875,1.140068631374484,NA,NA,8.546235640569808,0.9323153582487418,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åby,Aligned,GEV,Multiplicative (mu),26.16000710531419,1.3994115371537519,-0.009896995630831658,0.03835889665010731,6.998939316660128,0.9006850631199778,NA,NA,0.33938372255658317,0.1246370465541637,0.7998435791193933,0.03816943278410416,1963-10-01,2024-09-30,60.99931553730322,FALSE,TRUE
Åby,Aligned,Gumbel,Multiplicative (mu),25.623454246340543,2.1065070840337663,0.05594150077819307,0.058968396158893904,8.562562463558804,0.9291720323833003,NA,NA,NA,NA,0.3376650850257808,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åby,Aligned,GEV,Multiplicative (sigma),25.544685915227333,0.9584750762580554,NA,NA,1.5306791071789128,0.2434541710330468,0.01303063546181824,0.007494360570982861,0.2549520579368504,0.12763381749187466,0.03273031262973728,0.11045453643702802,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Åby,Aligned,Gumbel,Multiplicative (sigma),25.75954339845065,1.0085863470432945,NA,NA,1.3821679228509685,0.24495396024197863,0.022538136889965973,0.007367142800248192,NA,NA,0.0013414678049259558,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Åby,Aligned,GEV,Multiplicative (mu/sigma),23.265086490063347,1.317785435077436,0.11887188776379667,0.060455313636829655,1.271899717635221,0.22493457527153393,0.022420416496236172,0.007139977810067268,0.18709401851471147,0.12280008559422353,0.012072481991007276,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Åby,Aligned,Gumbel,Multiplicative (mu/sigma),23.231015284993312,1.317728840828304,0.1512832110593579,0.062084496265220876,1.2363248167140022,0.21741350311544763,0.02651971844515758,0.00644552255211998,NA,NA,2.875612160006616e-4,NA,1963-10-01,2024-09-30,60.99931553730322,TRUE,NA
Åkroken D,Aligned,GEV,Stationary,30.772996155524005,1.5071707229536515,NA,NA,10.06469675781104,1.1317471799288177,NA,NA,0.007146000265192869,0.12089194649858266,NA,0.9765969211853005,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Åkroken D,Aligned,Gumbel,Stationary,30.811767968135584,1.3611718941856605,NA,NA,10.09318376284664,1.0297489105040658,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åkroken D,Aligned,GEV,Multiplicative (mu),30.33956313034256,2.651659702141806,0.01495410412958315,0.07529780891069839,10.082702930001128,1.134668988105787,NA,NA,0.0035519499371027795,0.12119122698123518,0.8421750214072162,0.9147281717224652,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åkroken D,Aligned,Gumbel,Multiplicative (mu),30.3467228026238,2.641842009586915,0.01533685879388683,0.07447177563445447,10.0965980319717,1.0295442928313476,NA,NA,NA,NA,0.8370542896994684,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åkroken D,Aligned,GEV,Multiplicative (sigma),30.68535607572153,1.500653656867284,NA,NA,2.192342445589771,0.22684052646824437,0.003589988699748188,0.006185678605954845,0.01305673322746234,0.12267173749155857,0.5622097839791454,0.9244940951425614,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åkroken D,Aligned,Gumbel,Multiplicative (sigma),30.75616767484528,1.353284325390936,NA,NA,2.199286168715306,0.21735457234938999,0.0035343542891656727,0.006163223221703193,NA,NA,0.5668750581909542,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åkroken D,Aligned,GEV,Multiplicative (mu/sigma),29.946655607257615,2.5648583172020456,0.026575620443279255,0.07584862878734631,2.175345206733738,0.23454315137166903,0.004161238922817945,0.006440137119277932,0.011517103720093147,0.12218389667267265,0.7949613988695587,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åkroken D,Aligned,Gumbel,Multiplicative (mu/sigma),29.997915871042572,2.5198559651409527,0.02694267322332298,0.07606257131372894,2.1822476001837776,0.22244720134203827,0.004084901891516267,0.006365999885280749,NA,NA,0.7971386079794532,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åtorp,Aligned,GEV,Stationary,29.110395175731774,0.9150220493464635,NA,NA,6.349802176830512,0.6784498501165176,NA,NA,0.07126137448031271,0.09515595379834092,NA,0.3991298069183086,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Åtorp,Aligned,Gumbel,Stationary,29.360323862508405,0.8759813034905619,NA,NA,6.5177163989543,0.6619686990434593,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åtorp,Aligned,GEV,Multiplicative (mu),31.136867755233382,1.5737859550559434,-0.06329385702887746,0.040067718672926876,6.233742034291343,0.6555507742348149,NA,NA,0.06994244004744511,0.08851964011292668,0.11496928146307185,0.47840719859637065,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åtorp,Aligned,Gumbel,Multiplicative (mu),31.524207345242438,1.5879477235784727,-0.06803749056942728,0.04313685978763196,6.386341043331552,0.6455692696283597,NA,NA,NA,NA,0.12098176573479194,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åtorp,Aligned,GEV,Multiplicative (sigma),29.269469303624568,0.9425766801747115,NA,NA,1.751516885630006,0.17081450211223392,0.0031840921014762782,0.0046066305813838235,0.06590475532897944,0.09728562433754667,0.49785883649820045,0.3453550478694061,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åtorp,Aligned,Gumbel,Multiplicative (sigma),29.518265101390245,0.8913555062061693,NA,NA,1.7594548519500672,0.1733144876015843,0.0036939236581161623,0.004722873669028672,NA,NA,0.4432061143259015,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åtorp,Aligned,GEV,Multiplicative (mu/sigma),31.526314816267774,1.8563739455214652,-0.07748532886367826,0.05218468709441089,1.8999406421690108,0.19927897930183977,-0.0026201635259807234,0.0062288913164627365,0.0865764541952372,0.09718128643119676,0.26394067610483196,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åtorp,Aligned,Gumbel,Multiplicative (mu/sigma),31.52641898268661,1.7756838110762734,-0.06810877917360926,0.0501632737387098,1.8545860664000309,0.1807265008659724,-1.4376313091248198e-5,0.005215804569147132,NA,NA,0.3005063931541969,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Örnsköldsvik,Aligned,GEV,Stationary,31.04308027197629,1.0472481129123739,NA,NA,7.184215948100107,0.7875471725477315,NA,NA,0.08372993191163591,0.10282810448473108,NA,0.45999030984415396,1963-10-01,2024-09-30,60.99931553730322,NA,FALSE
Örnsköldsvik,Aligned,Gumbel,Stationary,31.378433935225686,0.9986053006528925,NA,NA,7.428444287106129,0.7587767638518634,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Örnsköldsvik,Aligned,GEV,Multiplicative (mu),30.60540008309482,1.8652870229368568,0.016129947603484473,0.05675932575555696,7.222595934307115,0.7992850290531947,NA,NA,0.07354818032549867,0.10659059551464722,0.7741307192013557,0.6383577593764865,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Örnsköldsvik,Aligned,Gumbel,Multiplicative (mu),30.444887822107162,1.977700567481039,0.031355390515850054,0.05672748433413847,7.44423231115556,0.7589089848705187,NA,NA,NA,NA,0.5799432507784104,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Örnsköldsvik,Aligned,GEV,Multiplicative (sigma),30.92128308551905,1.0223157178360591,NA,NA,1.6890013626199754,0.19447126785144844,0.008971101418745332,0.005625413253471527,0.05131481348731204,0.11294690970148488,0.10327771373079386,0.6431984213839562,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Örnsköldsvik,Aligned,Gumbel,Multiplicative (sigma),31.091088905975408,0.9654346620046597,NA,NA,1.686711973521212,0.19246463788549767,0.00975756071037485,0.0054500431426225335,NA,NA,0.07349534896399253,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Örnsköldsvik,Aligned,GEV,Multiplicative (mu/sigma),29.72525255746624,1.728481142748101,0.04799059827110568,0.05688929787970166,1.6538775058491615,0.1998259731504268,0.010043320781577937,0.005504000441407048,0.049924043513809795,0.1115586268241569,0.185700701680195,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Örnsköldsvik,Aligned,Gumbel,Multiplicative (mu/sigma),29.878071368474128,1.7190970575453057,0.04929290850408338,0.057978043099202854,1.6655618760553264,0.19373767679962312,0.010312348073436131,0.005401881183425457,NA,NA,0.14067935900198777,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
