Station,Dataset,Type,Model,Scale_Intercept,Scale_SE_Intercept,Scale_Slope,Scale_SE_Slope,Shape,Shape_SE,Trend_lr_pval,Shape_lr_pval,First_Observation_Date,Last_Observation_Date,Elapsed_Years,Significant_Trend,Significant_Shape
Traneberg,Aligned,Exponential,Multiplicative,1.7160134748355316,0.20494151226192645,0.012325889449372482,0.005699045849814047,NA,NA,0.03201603322095541,0.22476674159059465,1963-10-01,2024-09-30,60.99931553730322,TRUE,FALSE
Ungsberg,Aligned,GP,Stationary,9.127892603772231,1.306295103582426,NA,NA,0.009586176326979176,0.10467698736571694,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ungsberg,Aligned,Exponential,Stationary,9.216190476190476,0.8994080597371368,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ungsberg,Aligned,GP,Multiplicative,2.2556612670723175,0.23327644070388873,-0.0015187805611127625,0.006347473679086741,0.014002892845011097,0.10646804565908484,0.8099471334192735,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ungsberg,Aligned,Exponential,Multiplicative,2.2644923796190133,0.22147223996172305,-0.0013559127265269785,0.006158162369058689,NA,NA,0.8255639520899867,0.8937898656073322,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Uppsala,Aligned,GP,Stationary,8.381987433617715,1.1631613327673886,NA,NA,0.13873238400665103,0.09957796355322786,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Uppsala,Aligned,Exponential,Stationary,9.76,0.9524784466982171,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Uppsala,Aligned,GP,Multiplicative,1.9446171826853558,0.23968899089216547,0.005652680698401825,0.006110313844085875,0.1277493761026657,0.09883569801104572,0.3574127985054786,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Uppsala,Aligned,Exponential,Multiplicative,2.0543725894598373,0.21439150115838804,0.006532298274282999,0.005724932135930796,NA,NA,0.2547508080606416,0.12298314220938843,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Ytterberg D,Aligned,GP,Stationary,7.108206210257864,1.0587804801790228,NA,NA,0.07970210594106214,0.11395571554744151,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ytterberg D,Aligned,Exponential,Stationary,7.71870370370385,0.7427325743024988,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Ytterberg D,Aligned,GP,Multiplicative,2.195358419474162,0.24253258563837152,-0.006563148895173509,0.00549637987196053,0.05440954836563388,0.11634255620999238,0.23788935530115937,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Ytterberg D,Aligned,Exponential,Multiplicative,2.260204897197607,0.19644996621508173,-0.006847222244422092,0.005219963976474792,NA,NA,0.18798317400850886,0.6229830511992797,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åby,Aligned,GP,Stationary,4.563914646343408,0.7711026620697587,NA,NA,0.4337197335241556,0.14548294958973063,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åby,Aligned,Exponential,Stationary,7.566363636363782,0.7214244302405143,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åby,Aligned,GP,Multiplicative,1.0141924368524824,0.31191171195100603,0.01565716502755338,0.00802585351949702,0.39431200975591235,0.14558293646580278,0.053878762540716864,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åby,Aligned,Exponential,Multiplicative,1.3606017213294455,0.23811836611120682,0.018598602104988197,0.006486817498324218,NA,NA,0.003979236349807783,8.083991855488218e-4,1963-10-01,2024-09-30,60.99931553730322,TRUE,TRUE
Åkroken D,Aligned,GP,Stationary,9.250274789452641,1.4703997880742143,NA,NA,0.02819995029318078,0.12438638007614888,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åkroken D,Aligned,Exponential,Stationary,9.516666666666667,0.9422903801819051,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åkroken D,Aligned,GP,Multiplicative,2.3257392178776684,0.25178733059012104,-0.003088318023712117,0.0060925038666869704,0.029066344160167835,0.12368513426844159,0.6129816452011436,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åkroken D,Aligned,Exponential,Multiplicative,2.3514246097320495,0.22214178310666857,-0.0029808174609178882,0.005948584107325753,NA,NA,0.6159224466574154,0.8098300012787776,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Åtorp,Aligned,GP,Stationary,6.777933923353303,0.9182102662631174,NA,NA,0.025543269391795444,0.09538696201083678,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åtorp,Aligned,Exponential,Stationary,6.955740740740885,0.6693164238543751,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Åtorp,Aligned,GP,Multiplicative,1.8898144772347567,0.20040366307921992,9.136791596314598e-4,0.005631500634432967,0.022579258515151905,0.09770700459240755,0.8713297739183234,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Åtorp,Aligned,Exponential,Multiplicative,1.9053552891956835,0.1850760946291759,0.0011631237484503627,0.0054070659596833544,NA,NA,0.829592978402895,0.8135882798501872,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
Örnsköldsvik,Aligned,GP,Stationary,8.205410000314114,1.1393436627581968,NA,NA,1.302139843750001e-7,0.09938437441254235,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Örnsköldsvik,Aligned,Exponential,Stationary,8.14355140186945,0.7872667893174324,NA,NA,NA,NA,NA,NA,1963-10-01,2024-09-30,60.99931553730322,NA,NA
Örnsköldsvik,Aligned,GP,Multiplicative,1.8708672917906661,0.20685074381382784,0.007607076245208244,0.005255945351896522,-0.03711962107606471,0.10117080425884035,0.16058060965579493,NA,1963-10-01,2024-09-30,60.99931553730322,FALSE,NA
Örnsköldsvik,Aligned,Exponential,Multiplicative,1.8465234523691827,0.2015847983819902,0.007242471649827255,0.0052895383733124555,NA,NA,0.17529581704882616,0.7230627087827634,1963-10-01,2024-09-30,60.99931553730322,FALSE,FALSE
